function_count,parameter_count,variable_count,declaration_count,if_count,for_count,while_count,switch_count,return_count,call_count,argument_count,assignment_count,binary_expression_count,identifier_count,block_count,expression_count,literal_count,ast_nodes,leaf_nodes,internal_nodes,max_depth,leaf_ratio,internal_ratio,branch_density,call_density,identifier_density,expression_density,variable_density,statement_density,nesting_factor,cyclomatic_estimate,avg_parameters,language,repository,function,SSI
1,1,2,1,0,0,0,0,0,1,1,3,0,10,1,3,3,57,37,20,7,0.6491228070175439,0.3508771929824561,0.0,0.0175438596491228,0.175438596491228,0.0526315789473684,0.0350877192982456,0.0526315789473684,0.1228070175438596,1,1.0,java,b3dgs/lionengine,MouseHeadless.mouseReleased,-2.029828515410216
1,0,20,10,7,3,0,0,2,17,18,2,12,69,13,6,14,453,300,153,20,0.6622516556291391,0.3377483443708609,0.0220750551876379,0.0375275938189845,0.152317880794702,0.0132450331125827,0.0441501103752759,0.0132450331125827,0.0441501103752759,11,0.0,java,deeplearning4j/deeplearning4j,BaseSparseNDArrayCOO.getIncludedIndices,5.222032793057131
1,0,2,1,0,0,0,0,1,3,4,0,0,9,1,1,0,66,43,23,9,0.6515151515151515,0.3484848484848485,0.0,0.0454545454545454,0.1363636363636363,0.0151515151515151,0.0303030303030303,0.0151515151515151,0.1363636363636363,1,0.0,java,alkacon/opencms-core,CmsPublishSelectPanel.getResourcesToRemove,-2.0315146892121416
1,0,2,1,0,0,0,0,1,5,5,0,0,15,1,1,0,65,45,20,9,0.6923076923076923,0.3076923076923077,0.0,0.0769230769230769,0.2307692307692307,0.0153846153846153,0.0307692307692307,0.0153846153846153,0.1384615384615384,1,0.0,java,lessthanoptimal/ejml,SimpleBase.transpose,-1.811850443204852
1,2,4,2,2,0,0,0,2,5,6,1,0,20,5,3,3,127,87,40,10,0.6850393700787402,0.3149606299212598,0.0157480314960629,0.0393700787401574,0.1574803149606299,0.0236220472440944,0.0314960629921259,0.0236220472440944,0.0787401574803149,3,2.0,java,HeidelTime/heideltime,StringUtils.join,-0.3371013576980619
1,1,0,0,0,0,0,0,1,3,3,0,0,15,3,2,0,72,48,24,10,0.6666666666666666,0.3333333333333333,0.0,0.0416666666666666,0.2083333333333333,0.0277777777777777,0.0,0.0277777777777777,0.1388888888888889,1,1.0,java,OpenLiberty/open-liberty,HttpMessageContextImpl.redirect,-1.9902212992457673
1,2,0,0,0,0,0,0,1,1,1,0,0,7,1,0,0,37,25,12,6,0.6756756756756757,0.3243243243243243,0.0,0.027027027027027,0.1891891891891892,0.0,0.0,0.0,0.1621621621621621,1,2.0,java,jOOQ/jOOR,Reflect.on,-2.5833525321168027
1,1,4,2,7,1,0,0,0,17,19,0,7,51,5,5,8,312,218,94,15,0.6987179487179487,0.3012820512820512,0.0256410256410256,0.0544871794871794,0.1634615384615384,0.016025641025641,0.0128205128205128,0.016025641025641,0.048076923076923,9,1.0,java,OpenLiberty/open-liberty,JsApiHdrsImpl.setReverseRoutingPath,2.2870925572016927
1,1,4,2,2,0,0,0,2,5,6,0,3,21,3,1,4,148,98,50,12,0.6621621621621622,0.3378378378378378,0.0135135135135135,0.0337837837837837,0.1418918918918918,0.0067567567567567,0.027027027027027,0.0067567567567567,0.081081081081081,3,1.0,java,Dempsy/dempsy,MessageProcessor.invokeOutput,-0.44011301669789565
1,0,32,16,40,0,0,4,11,71,72,20,31,254,59,52,78,1680,1142,538,28,0.6797619047619048,0.3202380952380952,0.0238095238095238,0.0422619047619047,0.1511904761904761,0.0309523809523809,0.019047619047619,0.0309523809523809,0.0166666666666666,41,0.0,java,eclipse/xtext-extras,InternalXbaseParser.ruleXImportDeclaration,24.415478958599238
1,1,2,1,1,0,0,0,1,23,24,0,0,45,2,9,3,246,164,82,15,0.6666666666666666,0.3333333333333333,0.0040650406504065,0.0934959349593495,0.1829268292682926,0.0365853658536585,0.008130081300813,0.0365853658536585,0.0609756097560975,2,1.0,java,alkacon/opencms-core,CmsRebuildSearchIndexDialog.createDialogHtml,0.6589881456938075
1,1,18,9,4,0,1,0,2,19,25,1,6,65,10,3,6,407,280,127,18,0.687960687960688,0.312039312039312,0.0122850122850122,0.0466830466830466,0.1597051597051597,0.0073710073710073,0.0442260442260442,0.0073710073710073,0.0442260442260442,6,1.0,java,fabric8io/docker-maven-plugin,ImageArchiveUtil.readManifest,3.904472862858233
1,2,0,0,0,0,0,0,0,2,2,0,0,8,1,1,0,38,26,12,7,0.6842105263157895,0.3157894736842105,0.0,0.0526315789473684,0.2105263157894736,0.0263157894736842,0.0,0.0263157894736842,0.1842105263157894,1,2.0,java,OpenLiberty/open-liberty,ServiceProviderFinderFactory.setServiceProviderFinder,-2.5606312281035457
1,3,2,1,0,0,0,1,3,4,4,1,2,27,1,3,5,137,97,40,12,0.708029197080292,0.291970802919708,0.0,0.0291970802919708,0.1970802919708029,0.0218978102189781,0.0145985401459854,0.0218978102189781,0.0875912408759124,1,3.0,java,h2oai/h2o-3,RequestServer.maybeLogRequest,-0.6454446804498484
1,0,6,3,1,0,0,0,1,5,6,1,2,23,4,1,6,164,111,53,14,0.676829268292683,0.3231707317073171,0.0060975609756097,0.0304878048780487,0.1402439024390244,0.0060975609756097,0.0365853658536585,0.0060975609756097,0.0853658536585365,2,0.0,java,aws/aws-sdk-java,ObjectMetadata.getContentRange,-0.36433229077312257
1,0,2,1,2,0,0,0,1,9,9,0,2,22,1,2,2,115,79,36,9,0.6869565217391305,0.3130434782608696,0.017391304347826,0.0782608695652174,0.1913043478260869,0.017391304347826,0.017391304347826,0.017391304347826,0.0782608695652174,3,0.0,java,OpenLiberty/open-liberty,RemoteMessageRequest.getRemoteEngineUuid,-0.748100130053257
1,1,4,2,1,0,0,0,1,4,4,0,1,15,2,2,3,90,60,30,8,0.6666666666666666,0.3333333333333333,0.0111111111111111,0.0444444444444444,0.1666666666666666,0.0222222222222222,0.0444444444444444,0.0222222222222222,0.0888888888888888,2,1.0,java,threerings/narya,ObjectOutputStream.writeObject,-1.1491331358173367
1,4,10,5,3,0,0,0,4,10,10,0,10,39,4,2,14,253,172,81,15,0.6798418972332015,0.3201581027667984,0.0118577075098814,0.0395256916996047,0.1541501976284585,0.0079051383399209,0.0395256916996047,0.0079051383399209,0.0592885375494071,4,4.0,java,dropbox/dropbox-sdk-java,DropboxBrowse.slurpUtf8Part,1.6092786207919845
1,5,18,9,11,3,0,0,2,26,28,4,22,125,16,11,26,753,532,221,18,0.7065073041168659,0.2934926958831341,0.0185922974767596,0.0345285524568393,0.1660026560424966,0.0146082337317397,0.0239043824701195,0.0146082337317397,0.0239043824701195,15,5.0,java,OpenLiberty/open-liberty,MethodAttribUtils.getXMLAsynchronousMethods,8.218655478326578
1,1,0,0,2,0,0,0,0,1,1,1,2,9,3,2,1,57,37,20,10,0.6491228070175439,0.3508771929824561,0.0350877192982456,0.0175438596491228,0.1578947368421052,0.0350877192982456,0.0,0.0350877192982456,0.175438596491228,3,1.0,java,Samsung/GearVRf,OrientedLayout.setOrientation,-1.7483953723463015
1,0,0,0,2,0,0,0,0,2,4,1,2,7,3,2,4,87,58,29,9,0.6666666666666666,0.3333333333333333,0.0229885057471264,0.0229885057471264,0.0804597701149425,0.0229885057471264,0.0,0.0229885057471264,0.1034482758620689,3,0.0,java,asterisk-java/asterisk-java,AgiServerThread.startup,-1.4332557234329175
1,4,4,2,2,0,0,0,1,3,8,0,7,24,3,1,8,201,139,62,10,0.6915422885572139,0.308457711442786,0.0099502487562189,0.0149253731343283,0.1194029850746268,0.0049751243781094,0.0199004975124378,0.0049751243781094,0.0497512437810945,3,4.0,java,amzn/ion-java,SharedSymbolTable.newSharedSymbolTable,-0.046893348765851904
1,2,2,1,1,1,0,0,2,0,0,0,2,12,3,0,2,79,51,28,9,0.6455696202531646,0.3544303797468354,0.0253164556962025,0.0,0.1518987341772152,0.0,0.0253164556962025,0.0,0.1139240506329113,3,2.0,java,elki-project/elki,NearestNeighborAffinityMatrixBuilder.containsIndex,-1.2613053994168963
1,1,2,1,1,0,0,0,2,7,7,0,1,15,2,0,1,90,58,32,10,0.6444444444444445,0.3555555555555555,0.0111111111111111,0.0777777777777777,0.1666666666666666,0.0,0.0222222222222222,0.0,0.1111111111111111,2,1.0,java,eclipse/xtext-extras,StandardTypeReferenceOwner.newReferenceTo,-1.2252779861907417
1,2,0,0,0,0,0,0,1,4,4,0,0,11,1,0,0,64,40,24,11,0.625,0.375,0.0,0.0625,0.171875,0.0,0.0,0.0,0.171875,1,2.0,java,jMotif/SAX,EuclideanDistance.distance,-2.246303755058037
1,2,18,9,6,1,0,0,2,12,14,5,14,74,9,9,17,413,284,129,17,0.6876513317191283,0.3123486682808716,0.0169491525423728,0.0290556900726392,0.1791767554479419,0.0217917675544794,0.0435835351089588,0.0217917675544794,0.0411622276029055,8,2.0,java,headius/invokebinder,Signature.collect,4.287783187187828
1,2,2,1,0,0,0,0,0,6,6,0,1,16,1,2,8,112,78,34,13,0.6964285714285714,0.3035714285714285,0.0,0.0535714285714285,0.1428571428571428,0.0178571428571428,0.0178571428571428,0.0178571428571428,0.1160714285714285,1,2.0,java,facebookarchive/hadoop-20,FairSchedulerServlet.showAdminFormPreemption,-1.2746696846599561
1,1,0,0,0,0,0,0,2,3,3,0,0,12,3,2,3,78,51,27,10,0.6538461538461539,0.3461538461538461,0.0,0.0384615384615384,0.1538461538461538,0.0256410256410256,0.0,0.0256410256410256,0.1282051282051282,1,1.0,java,Red5/red5-io,FLVWriter.writeStream,-1.8738697512952178
1,3,0,0,0,0,0,0,0,6,6,0,0,18,1,3,2,77,54,23,8,0.7012987012987013,0.2987012987012987,0.0,0.0779220779220779,0.2337662337662337,0.0389610389610389,0.0,0.0389610389610389,0.1038961038961039,1,3.0,java,pravega/pravega,TransactionMetrics.createTransaction,-1.6870955648341215
1,1,2,1,2,0,0,0,2,2,2,1,3,14,4,1,4,90,62,28,9,0.6888888888888889,0.3111111111111111,0.0222222222222222,0.0222222222222222,0.1555555555555555,0.0111111111111111,0.0222222222222222,0.0111111111111111,0.1,3,1.0,java,stagemonitor/stagemonitor,ConfigurationRegistry.getString,-0.941782821012039
1,4,0,0,1,0,0,0,1,5,5,1,0,23,2,3,0,110,76,34,11,0.6909090909090909,0.3090909090909091,0.009090909090909,0.0454545454545454,0.209090909090909,0.0272727272727272,0.0,0.0272727272727272,0.1,2,4.0,java,blinkfox/zealot,ZealotKhala.doIsNull,-1.122895841956971
1,0,1,1,1,0,0,0,1,2,3,0,1,11,3,2,1,91,61,30,13,0.6703296703296703,0.3296703296703296,0.0109890109890109,0.0219780219780219,0.1208791208791208,0.0219780219780219,0.0109890109890109,0.0219780219780219,0.1428571428571428,2,0.0,java,aws/aws-sdk-java,DescribeTrustedAdvisorChecksResult.withChecks,-1.5405459219204534
1,0,16,8,0,0,0,0,0,16,16,0,9,40,1,4,7,219,140,79,12,0.639269406392694,0.3607305936073059,0.0,0.0730593607305936,0.182648401826484,0.0182648401826484,0.0730593607305936,0.0182648401826484,0.0547945205479452,1,0.0,java,HanSolo/Medusa,Gauge.calcAutoScale,0.9084588105149963
1,3,18,9,0,2,0,0,1,3,5,1,15,41,3,1,8,229,151,78,12,0.6593886462882096,0.3406113537117904,0.0087336244541484,0.0131004366812227,0.1790393013100436,0.0043668122270742,0.0786026200873362,0.0043668122270742,0.0524017467248908,3,3.0,java,lessthanoptimal/BoofCV,CalibrationDetectorCircleHexagonalGrid.createLayout,1.4419155766106224
1,0,0,0,0,0,0,0,0,3,3,3,0,12,1,3,2,56,37,19,8,0.6607142857142857,0.3392857142857143,0.0,0.0535714285714285,0.2142857142857142,0.0535714285714285,0.0,0.0535714285714285,0.1428571428571428,1,0.0,java,zaproxy/zaproxy,AlertParam.parse,-2.1888978104260755
1,1,12,6,14,1,0,0,0,32,32,3,8,107,23,14,17,642,451,191,21,0.7024922118380063,0.2975077881619937,0.0233644859813084,0.0498442367601246,0.1666666666666666,0.0218068535825545,0.0186915887850467,0.0218068535825545,0.0327102803738317,16,1.0,java,google/j2objc,DOM3TreeWalker.initProperties,7.380610741874614
1,1,0,0,0,0,0,0,1,1,1,0,0,7,1,0,0,47,31,16,7,0.6595744680851063,0.3404255319148936,0.0,0.0212765957446808,0.1489361702127659,0.0,0.0,0.0,0.1489361702127659,1,1.0,java,jOOQ/jOOL,Sneaky.binaryOperator,-2.5527889346323844
2,4,9,5,4,0,0,0,2,13,17,3,6,57,8,6,10,415,282,133,13,0.6795180722891566,0.3204819277108434,0.0096385542168674,0.0313253012048192,0.1373493975903614,0.0144578313253012,0.0216867469879518,0.0144578313253012,0.0313253012048192,5,2.0,java,OpenTSDB/opentsdb,Tree.storeTree,2.6833414524505796
1,0,0,0,1,0,0,0,1,3,3,1,1,12,2,1,2,67,45,22,13,0.6716417910447762,0.3283582089552239,0.0149253731343283,0.044776119402985,0.1791044776119403,0.0149253731343283,0.0,0.0149253731343283,0.1940298507462686,2,0.0,java,opensourceBIM/BIMserver,Ifc2x3tc1PackageImpl.getIfcElectricHeaterTypeEnum,-1.8514712442265806
1,2,0,0,1,0,0,0,2,5,5,0,1,19,2,0,0,80,55,25,9,0.6875,0.3125,0.0125,0.0625,0.2375,0.0,0.0,0.0,0.1125,2,2.0,java,recommenders/rival,DataModel.getUserItemPreference,-1.4411335322260077
1,1,4,2,3,0,0,0,4,6,6,0,4,22,3,0,5,148,100,48,13,0.6756756756756757,0.3243243243243243,0.0202702702702702,0.0405405405405405,0.1486486486486486,0.0,0.027027027027027,0.0,0.0878378378378378,4,1.0,java,eclipse/xtext-extras,JvmTypeConstraintImplCustom.isLikelyAValidConstraintBound,-0.0038450524395946665
1,1,10,5,0,1,0,0,1,5,6,3,1,32,2,4,1,143,96,47,10,0.6713286713286714,0.3286713286713286,0.0069930069930069,0.0349650349650349,0.2237762237762237,0.0279720279720279,0.0699300699300699,0.0279720279720279,0.0699300699300699,2,1.0,java,kaichunlin/android-transition,ViewTransitionBuilder.transitViewGroup,-0.029943759382530178
1,0,0,0,1,0,0,0,1,3,3,1,1,12,2,1,2,67,45,22,13,0.6716417910447762,0.3283582089552239,0.0149253731343283,0.044776119402985,0.1791044776119403,0.0149253731343283,0.0,0.0149253731343283,0.1940298507462686,2,0.0,java,opensourceBIM/BIMserver,Ifc2x3tc1PackageImpl.getIfcAxis2Placement2D,-1.8514712442265806
1,2,0,0,0,0,0,0,1,0,1,0,0,5,1,0,0,60,39,21,7,0.65,0.35,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.1166666666666666,1,2.0,java,VoltDB/voltdb,Constraints.constrainedSet,-2.4294875570959893
1,0,26,13,4,0,0,0,0,37,53,2,4,109,8,20,4,597,415,182,12,0.695142378559464,0.304857621440536,0.0067001675041876,0.0619765494137353,0.1825795644891122,0.033500837520938,0.0435510887772194,0.033500837520938,0.0201005025125628,5,0.0,java,camunda/camunda-bpm-platform,ProcessEngineConfigurationImpl.initJobExecutor,5.8038041214017575
1,1,0,0,0,0,0,1,2,4,4,0,0,14,1,3,0,81,51,30,10,0.6296296296296297,0.3703703703703703,0.0,0.0493827160493827,0.1728395061728395,0.037037037037037,0.0,0.037037037037037,0.1234567901234567,1,1.0,java,yan74/afplib,MGORGImpl.eUnset,-1.725957376594132
1,0,0,0,1,0,0,0,1,0,1,1,1,6,2,1,1,60,40,20,10,0.6666666666666666,0.3333333333333333,0.0166666666666666,0.0,0.1,0.0166666666666666,0.0,0.0166666666666666,0.1666666666666666,2,0.0,java,eclipse/xtext-extras,JvmStringAnnotationValueImpl.getValues,-2.101468842504022
1,1,2,1,0,0,0,0,0,1,1,1,0,8,2,2,0,45,29,16,7,0.6444444444444445,0.3555555555555555,0.0,0.0222222222222222,0.1777777777777777,0.0444444444444444,0.0444444444444444,0.0444444444444444,0.1555555555555555,1,1.0,java,knightliao/disconf,ReloadablePropertiesBase.setProperties,-2.27004500597711
2,2,4,2,1,0,0,0,3,10,13,0,1,29,5,0,3,272,180,92,20,0.6617647058823529,0.3382352941176471,0.0036764705882352,0.0367647058823529,0.1066176470588235,0.0,0.0147058823529411,0.0,0.0735294117647058,2,1.0,java,Azure/azure-sdk-for-java,WebSiteManagementClientImpl.listPremierAddOnOffersNextSinglePageAsync,0.5720380897905474
1,1,0,0,0,0,0,0,0,11,11,0,0,33,1,10,0,126,86,40,9,0.6825396825396826,0.3174603174603174,0.0,0.0873015873015873,0.2619047619047619,0.0793650793650793,0.0,0.0793650793650793,0.0714285714285714,1,1.0,java,apache/incubator-druid,FixedBucketsHistogram.writeByteBufferCommonFields,-1.0402011865940917
1,1,0,0,0,0,0,0,1,1,1,0,0,6,1,0,0,52,33,19,7,0.6346153846153846,0.3653846153846153,0.0,0.0192307692307692,0.1153846153846153,0.0,0.0,0.0,0.1346153846153846,1,1.0,java,op4j/op4j,Op.on,-2.5491371845489814
1,3,12,6,0,0,0,0,1,10,10,0,7,46,1,2,4,208,141,67,10,0.6778846153846154,0.3221153846153846,0.0,0.048076923076923,0.2211538461538461,0.0096153846153846,0.0576923076923076,0.0096153846153846,0.048076923076923,1,3.0,java,katjahahn/PortEx,PELoader.reloadCOFFFileHeader,0.4163699056531195
1,1,4,2,2,0,0,0,0,1,1,6,4,28,4,8,5,150,100,50,11,0.6666666666666666,0.3333333333333333,0.0133333333333333,0.0066666666666666,0.1866666666666666,0.0533333333333333,0.0266666666666666,0.0533333333333333,0.0733333333333333,3,1.0,java,google/j2objc,NodeVector.push,-0.27218188333462523
4,5,14,7,3,0,0,0,3,25,28,1,4,87,8,7,4,479,330,149,17,0.6889352818371608,0.3110647181628392,0.0062630480167014,0.0521920668058455,0.1816283924843423,0.0146137787056367,0.0292275574112734,0.0146137787056367,0.0354906054279749,4,1.25,java,jenkinsci/jenkins,ItemListener.fireLocationChange,4.0178975224803235
1,0,4,2,2,0,0,0,1,7,9,0,1,17,3,2,3,123,82,41,9,0.6666666666666666,0.3333333333333333,0.016260162601626,0.056910569105691,0.1382113821138211,0.016260162601626,0.032520325203252,0.016260162601626,0.073170731707317,3,0.0,java,tvesalainen/util,SimpleWorkflow.join,-0.5960501624859568
1,2,0,0,0,0,0,0,0,4,4,0,0,12,1,4,1,74,50,24,8,0.6756756756756757,0.3243243243243243,0.0,0.054054054054054,0.1621621621621621,0.054054054054054,0.0,0.054054054054054,0.1081081081081081,1,2.0,java,jnr/jnr-x86asm,TrampolineWriter.writeTrampoline,-1.9477851830780581
1,1,6,3,8,0,0,0,0,7,7,16,28,63,10,16,11,491,327,164,16,0.6659877800407332,0.3340122199592668,0.0162932790224032,0.0142566191446028,0.1283095723014256,0.0325865580448065,0.0122199592668024,0.0325865580448065,0.0325865580448065,9,1.0,java,stephanrauh/AngularFaces,NGBeanAttributeInfo.readJSR303Annotations,4.042621881378349
1,1,0,0,2,0,0,0,1,5,5,0,2,15,3,3,2,85,57,28,8,0.6705882352941176,0.3294117647058823,0.0235294117647058,0.0588235294117647,0.1764705882352941,0.0352941176470588,0.0,0.0352941176470588,0.0941176470588235,3,1.0,java,rapidoid/rapidoid,Form.add,-1.1718408116670989
1,4,12,6,5,0,0,0,2,13,15,3,5,60,8,6,5,324,224,100,14,0.691358024691358,0.3086419753086419,0.015432098765432,0.0401234567901234,0.1851851851851851,0.0185185185185185,0.037037037037037,0.0185185185185185,0.0432098765432098,6,4.0,java,google/closure-compiler,PolymerPassStaticUtils.extractProperties,2.6579078268162863
1,3,18,9,5,1,0,0,2,2,2,5,17,57,9,6,13,355,235,120,14,0.6619718309859155,0.3380281690140845,0.0169014084507042,0.0056338028169014,0.1605633802816901,0.0169014084507042,0.0507042253521126,0.0169014084507042,0.0394366197183098,7,3.0,java,TheHortonMachine/hortonmachine,UCSReader.readUCS2,3.2109812251425254
1,2,4,2,2,0,0,0,4,9,9,0,4,36,6,1,5,187,131,56,12,0.7005347593582888,0.2994652406417112,0.0106951871657754,0.0481283422459893,0.1925133689839572,0.0053475935828877,0.0213903743315508,0.0053475935828877,0.0641711229946524,3,2.0,java,alkacon/opencms-core,CmsElementView.hasPermission,0.40652386902286647
2,1,4,2,0,0,0,0,0,9,11,0,0,23,2,5,1,129,87,42,13,0.6744186046511628,0.3255813953488372,0.0,0.0697674418604651,0.1782945736434108,0.0387596899224806,0.0310077519379844,0.0387596899224806,0.1007751937984496,1,0.5,java,facebookarchive/hadoop-20,ServerView.createContextMenu,-0.744346061184252
1,3,6,3,0,0,0,0,1,1,1,0,4,25,1,1,1,116,75,41,9,0.646551724137931,0.3534482758620689,0.0,0.0086206896551724,0.2155172413793103,0.0086206896551724,0.0517241379310344,0.0086206896551724,0.0775862068965517,1,3.0,java,MariaDB/mariadb-connector-j,Utils.copyRange,-1.1764635140873125
1,2,0,0,1,0,0,0,0,7,9,0,2,23,4,3,3,138,95,43,12,0.6884057971014492,0.3115942028985507,0.0072463768115942,0.0507246376811594,0.1666666666666666,0.0217391304347826,0.0,0.0217391304347826,0.0869565217391304,2,2.0,java,aws/aws-sdk-java,PutBackupVaultNotificationsRequestMarshaller.marshall,-0.8699796411193591
1,0,2,1,0,0,0,0,1,7,8,0,0,19,2,1,0,114,80,34,13,0.7017543859649122,0.2982456140350877,0.0,0.0614035087719298,0.1666666666666666,0.0087719298245614,0.0175438596491228,0.0087719298245614,0.1140350877192982,1,0.0,java,alkacon/opencms-core,CmsMessageBundleEditorModel.getKeyItemMap,-1.2699178758394956
1,1,8,4,1,1,0,0,1,7,8,0,3,30,4,3,3,160,108,52,12,0.675,0.325,0.0125,0.04375,0.1875,0.01875,0.05,0.01875,0.075,3,1.0,java,strator-dev/greenpepper,NameUtils.humanize,0.19261832016837782
1,2,2,1,1,0,0,0,2,7,7,0,0,16,3,0,2,96,66,30,11,0.6875,0.3125,0.0104166666666666,0.0729166666666666,0.1666666666666666,0.0,0.0208333333333333,0.0,0.1145833333333333,2,2.0,java,alkacon/opencms-core,CmsContainerpageService.isModelPage,-1.0107620524226257
1,1,10,5,0,0,0,0,0,19,21,0,0,47,3,7,3,232,159,73,12,0.6853448275862069,0.3146551724137931,0.0,0.0818965517241379,0.2025862068965517,0.0301724137931034,0.043103448275862,0.0301724137931034,0.0517241379310344,1,1.0,java,jbake-org/jbake,BakeWatcher.start,0.7771166649104267
1,1,0,0,0,0,0,0,0,3,3,0,1,10,1,3,1,53,36,17,7,0.6792452830188679,0.320754716981132,0.0,0.0566037735849056,0.1886792452830188,0.0566037735849056,0.0,0.0566037735849056,0.1320754716981132,1,1.0,java,google/closure-compiler,JSModule.addDependency,-2.2326129933720495
2,11,37,19,2,2,0,0,1,19,30,1,6,136,11,2,7,733,511,222,20,0.6971350613915416,0.3028649386084583,0.0054570259208731,0.0259208731241473,0.1855388813096862,0.0027285129604365,0.0504774897680764,0.0027285129604365,0.0272851296043656,5,5.5,java,finmath/finmath-lib,ModelFactory.getHybridAssetLIBORModel,6.993475455318113
1,1,1,1,0,0,0,0,1,1,1,0,0,6,1,0,1,35,24,11,6,0.6857142857142857,0.3142857142857143,0.0,0.0285714285714285,0.1714285714285714,0.0,0.0285714285714285,0.0,0.1714285714285714,1,1.0,java,codeprimate-software/cp-elements,ElementsExceptionsFactory.newServiceInvocationException,-2.4643706409031005
1,3,0,0,0,0,0,0,1,2,2,0,0,10,1,0,0,46,32,14,7,0.6956521739130435,0.3043478260869565,0.0,0.0434782608695652,0.217391304347826,0.0,0.0,0.0,0.1521739130434782,1,3.0,java,avianey/facebook-api-android-maven,Request.executeGraphPathRequestAsync,-2.3065021488119934
1,0,2,1,2,0,0,0,0,3,5,0,1,11,6,1,1,108,72,36,13,0.6666666666666666,0.3333333333333333,0.0185185185185185,0.0277777777777777,0.1018518518518518,0.0092592592592592,0.0185185185185185,0.0092592592592592,0.1203703703703703,3,0.0,java,Bandwidth/java-bandwidth,BandwidthClient.validateCredentials,-1.028800835311263
