function_count,parameter_count,variable_count,declaration_count,if_count,for_count,while_count,switch_count,return_count,call_count,argument_count,assignment_count,binary_expression_count,identifier_count,block_count,expression_count,literal_count,ast_nodes,leaf_nodes,internal_nodes,max_depth,leaf_ratio,internal_ratio,branch_density,call_density,identifier_density,expression_density,variable_density,statement_density,nesting_factor,cyclomatic_estimate,avg_parameters,LOC,language,task_id,task_idx
2,0,0,0,0,0,0,0,2,10,10,0,8,22,2,0,11,161,103,58,17,0.639751552795031,0.36024844720496896,0.0,0.062111801242236024,0.13664596273291926,0.0,0.0,0.0,0.10559006211180125,1,0.0,7,python,Python/50,50
1,0,0,0,0,0,0,0,1,2,2,0,0,8,1,0,6,72,49,23,11,0.6805555555555556,0.3194444444444444,0.0,0.027777777777777776,0.1111111111111111,0.0,0.0,0.0,0.1527777777777778,1,0.0,2,python,Python/51,51
1,0,0,0,1,1,0,0,2,0,0,0,0,9,3,0,2,41,26,15,8,0.6341463414634146,0.36585365853658536,0.04878048780487805,0.0,0.21951219512195122,0.0,0.0,0.0,0.1951219512195122,3,0.0,5,python,Python/52,52
1,0,0,0,0,0,0,0,1,0,0,0,1,7,1,0,0,26,16,10,5,0.6153846153846154,0.38461538461538464,0.0,0.0,0.2692307692307692,0.0,0.0,0.0,0.19230769230769232,1,0.0,2,python,Python/53,53
1,0,0,0,0,0,0,0,1,2,2,0,0,9,1,0,0,36,22,14,7,0.6111111111111112,0.3888888888888889,0.0,0.05555555555555555,0.25,0.0,0.0,0.0,0.19444444444444445,1,0.0,2,python,Python/54,54
1,0,0,0,2,0,0,0,3,2,2,0,3,9,3,0,6,58,36,22,8,0.6206896551724138,0.3793103448275862,0.034482758620689655,0.034482758620689655,0.15517241379310345,0.0,0.0,0.0,0.13793103448275862,3,0.0,6,python,Python/55,55
1,0,1,1,2,1,0,0,2,0,0,1,0,11,5,0,7,65,42,23,9,0.6461538461538462,0.35384615384615387,0.046153846153846156,0.0,0.16923076923076924,0.0,0.015384615384615385,0.0,0.13846153846153847,4,0.0,10,python,Python/56,56
1,0,0,0,1,0,0,0,2,2,2,0,0,10,2,0,3,49,31,18,9,0.6326530612244898,0.3673469387755102,0.02040816326530612,0.04081632653061224,0.20408163265306123,0.0,0.0,0.0,0.1836734693877551,2,0.0,4,python,Python/57,57
1,0,1,1,1,2,0,0,1,4,4,1,0,19,4,0,0,72,46,26,11,0.6388888888888888,0.3611111111111111,0.041666666666666664,0.05555555555555555,0.2638888888888889,0.0,0.013888888888888888,0.0,0.1527777777777778,4,0.0,7,python,Python/58,58
2,0,2,2,3,2,0,0,4,4,4,2,4,24,7,0,11,122,81,41,10,0.6639344262295082,0.3360655737704918,0.040983606557377046,0.03278688524590164,0.19672131147540983,0.0,0.01639344262295082,0.0,0.08196721311475409,6,0.0,13,python,Python/59,59
1,0,0,0,0,0,0,0,1,2,2,0,1,6,1,0,1,30,18,12,9,0.6,0.4,0.0,0.06666666666666667,0.2,0.0,0.0,0.0,0.3,1,0.0,2,python,Python/60,60
1,0,1,1,2,1,0,0,2,0,0,1,0,11,5,0,7,65,42,23,9,0.6461538461538462,0.35384615384615387,0.046153846153846156,0.0,0.16923076923076924,0.0,0.015384615384615385,0.0,0.13846153846153847,4,0.0,10,python,Python/61,61
1,0,0,0,0,0,0,0,1,1,1,0,1,9,1,0,1,45,29,16,9,0.6444444444444445,0.35555555555555557,0.0,0.022222222222222223,0.2,0.0,0.0,0.0,0.2,1,0.0,2,python,Python/62,62
1,0,0,0,3,0,0,0,4,3,3,0,5,12,4,0,9,80,50,30,9,0.625,0.375,0.0375,0.0375,0.15,0.0,0.0,0.0,0.1125,4,0.0,8,python,Python/63,63
1,0,3,3,1,0,0,0,1,1,0,3,0,14,2,0,7,80,54,26,8,0.675,0.325,0.0125,0.0125,0.175,0.0,0.0375,0.0,0.1,2,0.0,9,python,Python/64,64
1,0,1,1,1,0,0,0,2,4,4,1,3,18,3,0,1,84,54,30,13,0.6428571428571429,0.35714285714285715,0.011904761904761904,0.047619047619047616,0.21428571428571427,0.0,0.011904761904761904,0.0,0.15476190476190477,2,0.0,6,python,Python/65,65
1,0,0,0,1,0,0,0,2,3,2,0,0,10,2,0,3,53,34,19,9,0.6415094339622641,0.3584905660377358,0.018867924528301886,0.05660377358490566,0.18867924528301888,0.0,0.0,0.0,0.16981132075471697,2,0.0,3,python,Python/66,66
1,0,1,1,1,1,0,0,1,6,6,1,1,17,3,0,1,75,48,27,11,0.64,0.36,0.02666666666666667,0.08,0.22666666666666666,0.0,0.013333333333333334,0.0,0.14666666666666667,3,0.0,6,python,Python/67,67
1,0,1,1,2,0,0,0,3,6,6,1,1,17,3,0,3,102,65,37,11,0.6372549019607843,0.3627450980392157,0.0196078431372549,0.058823529411764705,0.16666666666666666,0.0,0.00980392156862745,0.0,0.10784313725490197,3,0.0,5,python,Python/68,68
1,0,3,3,1,2,0,0,1,3,3,3,2,20,4,0,5,91,62,29,9,0.6813186813186813,0.31868131868131866,0.03296703296703297,0.03296703296703297,0.21978021978021978,0.0,0.03296703296703297,0.0,0.0989010989010989,4,0.0,9,python,Python/69,69
1,0,2,2,0,0,1,0,1,4,4,2,0,18,2,0,2,75,49,26,10,0.6533333333333333,0.3466666666666667,0.013333333333333334,0.05333333333333334,0.24,0.0,0.02666666666666667,0.0,0.13333333333333333,2,0.0,7,python,Python/70,70
1,0,3,3,1,0,0,0,2,1,1,3,13,29,2,0,4,115,78,37,11,0.6782608695652174,0.3217391304347826,0.008695652173913044,0.008695652173913044,0.25217391304347825,0.0,0.02608695652173913,0.0,0.09565217391304348,2,0.0,7,python,Python/71,71
1,0,1,1,2,0,1,0,3,2,2,1,1,18,4,0,7,84,56,28,8,0.6666666666666666,0.3333333333333333,0.03571428571428571,0.023809523809523808,0.21428571428571427,0.0,0.011904761904761904,0.0,0.09523809523809523,4,0.0,10,python,Python/72,72
1,0,1,1,1,1,0,0,1,3,3,1,3,15,3,0,4,68,45,23,12,0.6617647058823529,0.3382352941176471,0.029411764705882353,0.04411764705882353,0.22058823529411764,0.0,0.014705882352941176,0.0,0.17647058823529413,3,0.0,6,python,Python/73,73
1,0,2,2,1,2,0,0,2,2,2,2,0,19,5,0,2,70,47,23,8,0.6714285714285714,0.32857142857142857,0.04285714285714286,0.02857142857142857,0.2714285714285714,0.0,0.02857142857142857,0.0,0.11428571428571428,4,0.0,11,python,Python/74,74
2,0,0,0,5,4,0,0,4,7,7,0,3,25,11,0,12,154,100,54,13,0.6493506493506493,0.35064935064935066,0.05844155844155844,0.045454545454545456,0.16233766233766234,0.0,0.0,0.0,0.08441558441558442,10,0.0,14,python,Python/75,75
1,0,2,2,1,0,1,0,2,0,0,2,1,13,3,0,3,63,42,21,8,0.6666666666666666,0.3333333333333333,0.031746031746031744,0.0,0.20634920634920634,0.0,0.031746031746031744,0.0,0.12698412698412698,3,0.0,7,python,Python/76,76
1,0,1,1,0,0,0,0,1,3,3,1,3,9,1,0,3,47,30,17,13,0.6382978723404256,0.3617021276595745,0.0,0.06382978723404255,0.19148936170212766,0.0,0.02127659574468085,0.0,0.2765957446808511,1,0.0,3,python,Python/77,77
1,0,2,2,1,1,0,0,1,2,2,2,0,13,3,0,9,87,62,25,8,0.7126436781609196,0.28735632183908044,0.022988505747126436,0.022988505747126436,0.14942528735632185,0.0,0.022988505747126436,0.0,0.09195402298850575,3,0.0,7,python,Python/78,78
1,0,0,0,0,0,0,0,1,1,1,0,2,4,1,0,3,36,23,13,9,0.6388888888888888,0.3611111111111111,0.0,0.027777777777777776,0.1111111111111111,0.0,0.0,0.0,0.25,1,0.0,2,python,Python/79,79
1,0,0,0,2,1,0,0,3,3,3,0,5,20,4,0,9,108,72,36,11,0.6666666666666666,0.3333333333333333,0.027777777777777776,0.027777777777777776,0.18518518518518517,0.0,0.0,0.0,0.10185185185185185,4,0.0,7,python,Python/80,80
1,0,1,1,1,1,0,0,1,13,13,1,0,44,15,0,25,282,183,99,11,0.648936170212766,0.35106382978723405,0.0070921985815602835,0.04609929078014184,0.15602836879432624,0.0,0.0035460992907801418,0.0,0.03900709219858156,3,0.0,30,python,Python/81,81
1,0,1,1,2,1,0,0,3,2,2,1,1,12,4,0,7,67,44,23,8,0.6567164179104478,0.34328358208955223,0.04477611940298507,0.029850746268656716,0.1791044776119403,0.0,0.014925373134328358,0.0,0.11940298507462686,4,0.0,8,python,Python/82,82
1,0,0,0,1,0,0,0,2,0,0,0,3,4,2,0,5,39,25,14,9,0.6410256410256411,0.358974358974359,0.02564102564102564,0.0,0.10256410256410256,0.0,0.0,0.0,0.23076923076923078,2,0.0,3,python,Python/83,83
1,0,0,0,0,0,0,0,1,4,3,0,0,9,1,0,1,44,28,16,12,0.6363636363636364,0.36363636363636365,0.0,0.09090909090909091,0.20454545454545456,0.0,0.0,0.0,0.2727272727272727,1,0.0,2,python,Python/84,84
1,0,0,0,0,0,0,0,1,3,3,0,1,11,1,0,4,57,39,18,12,0.6842105263157895,0.3157894736842105,0.0,0.05263157894736842,0.19298245614035087,0.0,0.0,0.0,0.21052631578947367,1,0.0,2,python,Python/85,85
1,0,0,0,0,0,0,0,1,5,5,0,0,10,1,0,3,63,40,23,13,0.6349206349206349,0.36507936507936506,0.0,0.07936507936507936,0.15873015873015872,0.0,0.0,0.0,0.20634920634920634,1,0.0,2,python,Python/86,86
1,0,1,1,0,0,0,0,1,6,6,1,0,29,1,0,3,118,82,36,11,0.6949152542372882,0.3050847457627119,0.0,0.05084745762711865,0.2457627118644068,0.0,0.00847457627118644,0.0,0.09322033898305085,1,0.0,3,python,Python/87,87
1,0,0,0,0,0,0,0,1,2,2,0,2,9,1,0,5,60,40,20,14,0.6666666666666666,0.3333333333333333,0.0,0.03333333333333333,0.15,0.0,0.0,0.0,0.23333333333333334,1,0.0,2,python,Python/88,88
1,0,2,2,1,1,0,0,1,1,1,2,3,16,4,0,5,77,51,26,14,0.6623376623376623,0.33766233766233766,0.025974025974025976,0.012987012987012988,0.2077922077922078,0.0,0.025974025974025976,0.0,0.18181818181818182,3,0.0,9,python,Python/89,89
1,0,1,1,0,0,0,0,1,3,3,1,0,9,1,0,3,44,29,15,8,0.6590909090909091,0.3409090909090909,0.0,0.06818181818181818,0.20454545454545456,0.0,0.022727272727272728,0.0,0.18181818181818182,1,0.0,3,python,Python/90,90
1,0,1,1,0,0,0,0,1,2,1,1,0,11,1,0,4,57,38,19,9,0.6666666666666666,0.3333333333333333,0.0,0.03508771929824561,0.19298245614035087,0.0,0.017543859649122806,0.0,0.15789473684210525,1,0.0,4,python,Python/91,91
1,0,0,0,2,0,0,0,3,3,3,0,3,22,3,0,3,93,63,30,11,0.6774193548387096,0.3225806451612903,0.021505376344086023,0.03225806451612903,0.23655913978494625,0.0,0.0,0.0,0.11827956989247312,3,0.0,6,python,Python/92,92
1,0,3,3,0,0,0,0,1,5,5,3,1,22,1,0,3,96,65,31,13,0.6770833333333334,0.3229166666666667,0.0,0.052083333333333336,0.22916666666666666,0.0,0.03125,0.0,0.13541666666666666,1,0.0,5,python,Python/93,93
2,0,4,4,2,1,1,0,3,7,6,4,3,33,6,0,9,148,99,49,12,0.668918918918919,0.3310810810810811,0.02702702702702703,0.0472972972972973,0.22297297297297297,0.0,0.02702702702702703,0.0,0.08108108108108109,5,0.0,14,python,Python/94,94
1,0,5,5,4,1,0,0,2,8,8,5,0,29,11,0,13,220,138,82,16,0.6272727272727273,0.37272727272727274,0.022727272727272728,0.03636363636363636,0.1318181818181818,0.0,0.022727272727272728,0.0,0.07272727272727272,6,0.0,22,python,Python/95,95
1,0,3,3,2,2,0,0,1,3,3,3,1,18,5,0,5,82,55,27,10,0.6707317073170732,0.32926829268292684,0.04878048780487805,0.036585365853658534,0.21951219512195122,0.0,0.036585365853658534,0.0,0.12195121951219512,5,0.0,11,python,Python/96,96
1,0,0,0,0,0,0,0,1,2,2,0,3,7,1,0,2,34,22,12,8,0.6470588235294118,0.35294117647058826,0.0,0.058823529411764705,0.20588235294117646,0.0,0.0,0.0,0.23529411764705882,1,0.0,2,python,Python/97,97
1,0,1,1,1,1,0,0,1,2,2,1,0,11,3,0,5,57,39,18,8,0.6842105263157895,0.3157894736842105,0.03508771929824561,0.03508771929824561,0.19298245614035087,0.0,0.017543859649122806,0.0,0.14035087719298245,3,0.0,6,python,Python/98,98
1,0,6,6,3,0,1,0,1,7,7,6,0,29,8,0,10,168,107,61,11,0.6369047619047619,0.3630952380952381,0.023809523809523808,0.041666666666666664,0.17261904761904762,0.0,0.03571428571428571,0.0,0.06547619047619048,5,0.0,17,python,Python/99,99
1,0,0,0,0,0,0,0,1,1,1,0,2,7,1,0,1,32,21,11,8,0.65625,0.34375,0.0,0.03125,0.21875,0.0,0.0,0.0,0.25,1,0.0,2,python,Python/100,100
1,0,2,2,2,1,0,0,2,4,4,2,0,17,5,0,3,95,60,35,10,0.631578947368421,0.3684210526315789,0.031578947368421054,0.042105263157894736,0.17894736842105263,0.0,0.021052631578947368,0.0,0.10526315789473684,4,0.0,11,python,Python/101,101
1,0,0,0,3,0,0,0,4,0,0,0,2,10,4,0,5,58,37,21,7,0.6379310344827587,0.3620689655172414,0.05172413793103448,0.0,0.1724137931034483,0.0,0.0,0.0,0.1206896551724138,4,0.0,8,python,Python/102,102
1,0,1,1,1,1,0,0,2,3,3,1,4,17,3,0,4,75,50,25,12,0.6666666666666666,0.3333333333333333,0.02666666666666667,0.04,0.22666666666666666,0.0,0.013333333333333334,0.0,0.16,3,0.0,7,python,Python/103,103
1,0,1,1,1,1,0,0,1,5,4,1,1,16,3,0,2,71,46,25,12,0.647887323943662,0.352112676056338,0.028169014084507043,0.07042253521126761,0.22535211267605634,0.0,0.014084507042253521,0.0,0.16901408450704225,3,0.0,6,python,Python/104,104
1,0,3,3,0,1,0,0,1,2,2,3,0,15,4,0,19,141,99,42,10,0.7021276595744681,0.2978723404255319,0.0070921985815602835,0.014184397163120567,0.10638297872340426,0.0,0.02127659574468085,0.0,0.07092198581560284,2,0.0,20,python,Python/105,105
1,0,3,3,1,3,0,0,1,3,3,3,4,24,6,0,10,115,79,36,12,0.6869565217391305,0.3130434782608696,0.034782608695652174,0.02608695652173913,0.20869565217391303,0.0,0.02608695652173913,0.0,0.10434782608695652,5,0.0,12,python,Python/106,106
2,0,2,2,1,1,0,0,2,5,5,2,3,23,5,0,11,123,82,41,10,0.6666666666666666,0.3333333333333333,0.016260162601626018,0.04065040650406504,0.18699186991869918,0.0,0.016260162601626018,0.0,0.08130081300813008,3,0.0,11,python,Python/107,107
2,0,4,4,1,0,0,0,2,7,7,4,2,29,3,0,7,134,89,45,13,0.664179104477612,0.3358208955223881,0.007462686567164179,0.05223880597014925,0.21641791044776118,0.0,0.029850746268656716,0.0,0.09701492537313433,2,0.0,8,python,Python/108,108
1,0,5,5,2,1,0,0,3,6,6,5,1,28,4,0,5,121,80,41,8,0.6611570247933884,0.33884297520661155,0.024793388429752067,0.049586776859504134,0.23140495867768596,0.0,0.04132231404958678,0.0,0.06611570247933884,4,0.0,12,python,Python/109,109
1,0,2,2,3,2,0,0,2,0,0,2,2,15,6,0,10,84,57,27,8,0.6785714285714286,0.32142857142857145,0.05952380952380952,0.0,0.17857142857142858,0.0,0.023809523809523808,0.0,0.09523809523809523,6,0.0,12,python,Python/110,110
